MDM_AK	 34	 0	 0	 1	 1	 1	 6.4	 2.0	 -8.2	 70.0	 0.0
CCB_AK	 62	 0	 0	 1	 1	 1	 10.8	 2.0	 -1.8	 70.0	 0.0
WRH_AK	 65	 0	 0	 1	 1	 1	 11.2	 2.0	 -1.1	 70.0	 0.0
GLM_AK	 73	 0	 0	 1	 1	 1	 12.4	 2.0	 0.7	 70.0	 0.0
MLY_AK	 86	 0	 0	 1	 1	 1	 14.8	 2.0	 3.6	 70.0	 0.0
PS08_PS	 110	 0	 0	 1	 1	 1	 16.2	 2.0	 8.9	 70.0	 0.0
PS06_PS	 110	 0	 0	 1	 1	 1	 16.2	 2.0	 8.9	 70.0	 0.0
HDA_AK	 111	 0	 0	 1	 1	 1	 16.3	 2.0	 9.1	 70.0	 0.0
MCK_AK	 133	 0	 0	 1	 1	 1	 19.1	 2.0	 14.0	 70.0	 0.0
BPAW_AK	 134	 0	 0	 1	 1	 1	 19.2	 2.0	 14.3	 70.0	 0.0
RND_AK	 169	 0	 0	 1	 1	 1	 23.7	 2.0	 22.1	 70.0	 0.0
PPD_AK	 173	 0	 0	 1	 1	 1	 24.2	 2.0	 23.0	 70.0	 0.0
TRF_AK	 177	 0	 0	 1	 1	 1	 24.7	 2.0	 23.8	 70.0	 0.0
KTH_AK	 180	 0	 0	 1	 1	 1	 25.1	 2.0	 24.5	 70.0	 0.0
