BMR	AK      	60.967701	-144.605103	492.532745	151.485382
BPAW	AK      	64.099701	-150.987305	134.235626	227.842804
CAST	AK      	63.418800	-152.084396	226.629517	223.743439
CCB	AK      	64.645302	-147.805298	62.419689	119.124352
COLA	IU      	64.873596	-147.861603	51.641460	95.531540
COLD	AK      	67.226898	-150.203796	263.211792	348.081177
DAWY	CN      	64.065498	-139.390900	468.624664	97.406845
DHY	AK      	63.075298	-147.375900	219.741028	158.827011
DIV	AK      	61.129200	-145.774902	452.096985	157.783173
DOT	AK      	63.648201	-144.069702	275.484039	118.808311
EGAK	US      	64.777397	-141.158096	369.582977	88.972282
FIB	AK      	61.165600	-150.177505	423.307800	189.014282
FYU	AK      	66.565697	-145.234207	250.039810	41.207420
GHO	AK      	61.771000	-148.925995	351.256165	179.826828
GLM	AK      	64.987801	-147.399902	73.428772	83.583649
HDA	AK      	64.409500	-146.947693	111.250206	120.008835
ILBB	XM      	64.771400	-146.886505	99.149971	98.829079
KLU	AK      	61.492401	-145.922699	411.341217	156.945084
KNK	AK      	61.413101	-148.458496	391.906342	176.187943
KTH	AK      	63.552700	-150.923294	180.288864	213.035095
MCK	AK      	63.731800	-148.937302	132.709274	179.812302
MDM	AK      	64.960197	-148.231903	34.031368	82.525131
MENT	AT      	62.938000	-143.719406	338.431213	128.415604
MLY	AK      	65.030403	-150.744202	85.751205	278.900909
PAX	AK      	62.969898	-145.469894	276.341034	140.364868
PMR	AT      	61.592201	-149.130798	371.295746	181.514389
PPD	AK      	65.517403	-145.524597	173.265564	65.936417
PPLA	AK      	62.896198	-152.189407	276.254486	216.647522
PS04	PS      	68.421501	-149.356796	390.651001	357.524445
PS05	PS      	66.813301	-150.664597	224.961212	340.379486
PS06	PS      	65.854500	-149.737000	110.259010	340.879639
PS07	PS      	65.310097	-148.281601	53.334496	35.516407
PS08	PS      	64.542099	-146.822006	109.714684	111.756752
PS09	PS      	63.929901	-145.768204	188.873138	124.405045
PS10	PS      	63.422901	-145.770706	227.503616	135.828415
PS11	PS      	62.078800	-145.475204	360.905151	149.828995
PS12	PS      	61.474899	-145.145905	429.042542	151.830063
RC01	AK      	61.088902	-149.738998	429.140778	185.725571
RIDG	AK      	63.740299	-144.843994	238.050125	121.735802
RND	AK      	63.405602	-148.860199	169.121902	178.545517
SAW	AK      	61.806999	-148.331802	348.596405	174.665817
SCM	AK      	61.832901	-147.329605	353.691528	166.061478
SCRK	AK      	63.976101	-143.990494	260.770538	111.600212
SKN	AK      	61.980000	-151.531693	352.348175	202.632874
SPCP	AV      	61.265499	-152.154999	438.496124	203.125748
SSN	AK      	61.463600	-150.746704	395.982178	194.037537
TOLK	TA      	68.640800	-149.572403	415.601990	356.484497
TRF	AK      	63.450199	-150.289307	176.599731	202.301392
VMT	PS      	61.082699	-146.369400	447.335846	161.880310
VRDI	AK      	61.227501	-143.454498	496.238678	143.545990
WRH	AK      	64.471497	-148.091599	64.704620	140.559464
