ALPI	YV      	61.244801	-149.539703	264.281769	41.354958
AVAL	YV      	60.375500	-149.346802	215.744492	61.737511
BIGB	YV      	61.591900	-149.817398	284.255157	33.760780
BLAK	YV      	60.774601	-148.417099	281.329498	57.884167
BRLK	AK      	59.751099	-150.906296	109.977798	74.626297
CAST	AK      	63.418800	-152.084396	437.998932	4.636904
CHI	AK      	55.821800	-155.622498	443.300079	203.594345
CHUM	AK      	63.882198	-152.317200	488.675415	2.743738
DEVL	YV      	60.550800	-149.594101	213.123169	55.411423
DHY	AK      	63.075298	-147.375900	492.413513	33.760502
EYAK	AK      	60.548698	-145.750000	409.373383	70.441887
FIB	AK      	61.165600	-150.177505	234.882812	36.815987
GOAT	AK      	60.580502	-144.729202	464.810486	71.571106
HEAD	YV      	60.008400	-149.409500	198.316223	72.047684
HOPE	YV      	60.873798	-149.597702	233.951736	47.873158
KABU	AV      	58.270199	-155.284302	198.712570	227.367554
KAKN	AV      	58.296299	-155.063202	187.577118	225.212784
KASH	YV      	61.863602	-150.081696	301.830048	28.213215
KDAK	II      	57.782799	-152.583496	191.984848	176.280869
LSKI	YV      	60.483200	-150.461700	169.850662	48.982361
LSUM	YV      	60.671700	-149.481003	225.630341	53.330360
MID	AT      	59.427799	-146.338806	365.879944	88.528122
MPEN	YV      	60.735199	-150.482300	188.001678	42.098907
NSKI	YV      	60.662201	-151.276993	154.267517	32.498295
OHAK	AT      	57.222500	-153.287506	255.643280	186.714859
PERI	YV      	60.709801	-147.953400	300.790344	61.371231
PMR	AT      	61.592201	-149.130798	307.437500	39.218098
PPLA	AK      	62.896198	-152.189407	379.507904	4.640267
PS11	PS      	62.078800	-145.475204	490.678101	51.082855
PS12	PS      	61.474899	-145.145905	473.942932	59.112431
RAG	AK      	60.386299	-144.677307	463.835022	74.264191
RC01	AK      	61.089001	-149.738998	244.388138	42.381443
RND	AK      	63.405602	-148.860199	482.625519	24.030823
RUSS	YV      	60.488098	-150.031601	189.167175	53.347412
SAW	AK      	61.806999	-148.331802	354.024200	41.613533
SKN	AK      	61.980000	-151.531693	284.439026	13.445786
SOLD	YV      	60.464100	-151.081497	143.502533	40.998791
SPBG	AV      	61.259102	-152.372192	197.042847	6.578876
SPCG	AV      	61.291302	-152.022797	203.729462	11.692158
SSN	AK      	61.463600	-150.746704	245.700577	26.360626
SWD	AK      	60.104301	-149.452606	199.072479	68.896477
TRF	AK      	63.450199	-150.289307	459.576477	15.778781
TUPA	YV      	60.804501	-149.187195	247.196594	52.535381
VMT	PS      	61.082699	-146.369400	396.239502	60.877064
