   KAKN_AV/1    0    1    1    0    0    0   0.00    0    0    0    0
     DEVL_YV    0    0    0    0    0    0   0.00    0    0    0    0
     LSUM_YV    0    0    0    0    0    0   0.00    0    0    0    0
     HOPE_YV    0    0    0    0    0    0   0.00    0    0    0    0
     RC01_AK    0    0    0    0    0    0   0.00    0    0    0    0
   SSN_AK/-1    0    1    1    0    0    0   0.00    0    0    0    0
     ALPI_YV    0    0    0    0    0    0   0.00    0    0    0    0
     BLAK_YV    0    0    0    0    0    0   0.00    0    0    0    0
  EYAK_AK/-1    0    1    1    0    0    0   0.00    0    0    0    0
   TRF_AK/-1    0    1    1    0    0    0   0.00    0    0    0    0
      RAG_AK    0    0    0    0    0    0   0.00    0    0    0    0
      RND_AK    0    0    0    0    0    0   0.00    0    0    0    0
