BRLK_AK	 201	 0	 0	 1	 1	 1	 25.0	 15.0	 49.3	 120.0	 0.0
PPLA_AK	 205	 1	 1	 1	 1	 1	 25.5	 15.0	 50.2	 120.0	 0.0
DIV_AK	 216	 1	 1	 1	 1	 1	 26.9	 15.0	 52.7	 120.0	 0.0
DHY_AK	 219	 0	 0	 1	 1	 1	 27.3	 15.0	 53.3	 120.0	 0.0
RND_AK	 223	 1	 1	 1	 1	 1	 27.8	 15.0	 54.2	 120.0	 0.0
EYAK_AK	 239	 1	 1	 1	 1	 1	 29.8	 15.0	 57.8	 120.0	 0.0
MCK_AK	 258	 0	 0	 1	 1	 1	 32.2	 15.0	 62.0	 120.0	 0.0
PAX_AK	 280	 0	 0	 1	 1	 1	 35.0	 15.0	 66.9	 120.0	 0.0
BMR_AK	 282	 0	 0	 1	 1	 1	 35.2	 15.0	 67.3	 120.0	 0.0
GOAT_AK	 288	 0	 0	 1	 1	 1	 36.0	 15.0	 68.6	 120.0	 0.0
