     20160203203125777.ZE.HLC3..HH   34    0    0    0    0    0 20    0    0    0    0 
      20160203203125777.AV.NCT..BH   43    0    0    0    0    0 0.0000    0    0    0    0 
      20160203203125777.AV.RED..BH   44    1    1    0    0    0 24.7970    0    0    0    0 
     20160203203125777.AV.ILSW..BH   45    1    1    0    0    0 24.4780    0    0    0    0 
      20160203203125777.AV.ILS..BH   49    0    0    0    0    0 0.0000    0    0    0    0 
     20160203203125777.ZE.HLC5..HH   53    1    1    0    0    1 24.90    0    0    0    0 
     20160203203125777.AV.RDDF..BH   56    1    1    0    0    0 25.1870    0    0    0    0 
     20160203203125777.ZE.KALS..HH   82    1    1    0    0    0 26.290    0    0    0    0 
     20160203203125777.ZE.WFLS..HH   92    1    1    1    1    1 26.800    0    0    0    0 
     20160203203125777.ZE.KALN..HH   94    0   0    0   0    0 27.000    0    0    0    0 
     20160203203125777.AV.AU22..BH  107    0    0    0    0    0 0.0000    0    0    0    0 
     20160203203125777.AV.AUWS..BH  108    0    0    0    0   0 27.8940    0    0    0    0 
      20160203203125777.AV.AUQ..BH  109    0    0    0    0   0 27.8230    0    0    0    0 
     20160203203125777.ZE.NNIL..HH  110    1    1    0    0    0 27.900    0    0    0    0 
     20160203203125777.AV.AUJA..BH  111    0    0    0    0    0 0.0000    0    0    0    0 
     20160203203125777.ZE.SALA..HH  111    1    1    0    0    1 28.010    0    0    0    0 
     20160203203125777.AV.AUSB..BH  111    0    0    0    0    0 0.0000    0    0    0    0 
     20160203203125777.ZE.WFLW..HH  112    1    1    1    1    1 28.180   0    0    0    0 
     20160203203125777.ZE.CLAM..HH  120    1    1    0   0    0 29.000    0    0    0    0 
     20160203203125777.AV.SPBG..BH  122    0    0    0    0    0 29.4630    0    0    0    0 
     20160203203125777.AV.SPCN..BH  124    1    1    0    0    0 29.3230    0    0    0    0 
     20160203203125777.AV.SPNN..BH  124    1    1    0    0    0 29.4230    0    0    0    0 
     20160203203125777.AV.SPCP..BH  129    1    1    0    0    0 29.7630    0    0    0    0 
      20160203203125777.AK.HOM..BH  130    0    0    1    1    1 29.5770    0    0    0    0 
     20160203203125777.ZE.NSKI..HH  130    0    0    0    0   0 29.5770    0    0    0    0 
     20160203203125777.ZE.LTUY..HH  135    0    0    1    1    0 29.7500    0    0    0    0 
     20160203203125777.AV.SPCG..BH  136    0    0    0    0    0 29.9230    0    0    0    0 
     20160203203125777.ZE.SOLD..HH  137    0    0    0    0    0 30.10    0    0    0    0 
     20160203203125777.AK.CAPN..BH  140    0    0    0    0    0 31.1770    0    0    0    0 
     20160203203125777.AT.SVW2..BH  142    0    0    0    0    0 29.4050    0    0    0    0 
     20160203203125777.ZE.CONG..HH  143    1    1    0    0    0 29.6000    0    0    0    0 
     20160203203125777.ZE.LTUX..HH  149    0    0    1    1    1 30.590    0    0    0    0 
      20160203203125777.AK.CNP..BH  157    0   0    1    1    1 31.5890    0    0    0    0 
     20160203203125777.ZE.BING..HH  158    0    0    0    0    0 31.660    0    0    0    0 
     20160203203125777.AK.BRLK..BH  161    0    0    1    1    1 31.6030    0    0    0    0 
     20160203203125777.AK.BRSE..BH  170    0    0    1    1    1 32.3940    0    0    0    0 
     20160203203125777.ZE.MPEN..HH  174   0    0    0    0    0 0.0000    0    0    0    0 
     20160203203125777.ZE.WHIP..HH  175    1    1    0    0    0 32.400    0    0    0    0 
     20160203203125777.ZE.JUDD..HH  175    1    1    0    0    0 32.400    0    0    0    0 
      20160203203125777.AK.SLK..BH  184    1    1    1    1    1 32.9140    0    0    0    0 
      20160203203125777.AK.SSN..BH  198    1    1    1    1    1 34.5990    0    0    0    0 
     20160203203125777.AK.FIRE..BH  203    1    1    0    0    1 35.6010    0    0    0    0 
     20160203203125777.AK.RC01..BH  225    1    1    1    1    1 36.4890    0    0    0    0 
     20160203203125777.ZE.HOPE..HH  225    1    1    0   0    0 36.4890    0    0    0    0 
      20160203203125777.AK.SWD..BH  228    0    0    0    0    0 37.4370    0    0    0    0 
     20160203203125777.ZE.GOOS..HH  233    0    0    0    0    0 38.670    0    0    0    0 
     20160203203125777.AV.KAKN..BH  242    0    0    0    0    0 0.0000    0    0    0    0 
     20160203203125777.AV.KABU..BH  250    0    0   0    0    0 0.0000    0    0    0    0 
      20160203203125777.AT.PMR..BH  278    1    1    1    1    1 40.9630    0    0    0    0 
   20160203203125777.II.KDAK.00.BH  289    0    0    0    0    0 42.1640    0    0    0    0 
   20160203203125777.II.KDAK.10.BH  289    0    0    0    0    0 42.1640    0    0    0    0 
      20160203203125777.AK.CUT..BH  290    1    1    0    0    0 43.3420    0    0    0    0 
      20160203203125777.AK.PWL..BH  292    0   0    1    1    1 42.8910    0    0    0    0 
     20160203203125777.AK.PPLA..BH  295    1    1    1    1    1 45.0900    0    0    0    0 
      20160203203125777.AK.GHO..BH  297    1    1    0    0    1 43.4910    0    0    0    0 
      20160203203125777.AK.KNK..BH  302    1    1    1    1    1 44.0310    0    0    0    0 
      20160203203125777.AT.TTA..BH  318    1    1    0    0    1 46.2510    0    0    0    0 
      20160203203125777.AK.SAW..BH  326    1    1    0    0    1 46.5110    0    0    0    0 
     20160203203125777.AT.OHAK..BH  346    0    0    0   0    0 47.9220    0    0    0    0 
     20160203203125777.AK.CAST..BH  353    1    1    0    0    0 50.4310    0    0    0    0 
      20160203203125777.AK.GLI..BH  359    0    0    0    0    0 49.6640    0    0    0    0 
      20160203203125777.AK.SCM..BH  375    0    0    0    0    0 52.3510    0    0    0    0 
      20160203203125777.AK.FID..BH  384    0    0    0    0    0 53.3220    0    0    0    0 
      20160203203125777.AK.KTH..BH  385    1    1    0    0    0 53.3710    0    0    0    0 
      20160203203125777.AK.TRF..BH  388    1    1    0    0    0 53.8910    0    0    0    0 
