BPAW	AK      	64.099701	-150.987305	134.915527	229.321152
CCB	AK      	64.645401	-147.805496	59.022198	118.712250
COLA	IU      	64.873596	-147.861603	48.761192	93.481300
GLM	AK      	64.987801	-147.399902	70.988136	81.736244
HDA	AK      	64.405296	-146.943100	108.293159	119.986870
KTH	AK      	63.552700	-150.923294	180.079712	214.171982
MCK	AK      	63.731800	-148.937302	130.667328	181.057205
MDM	AK      	64.958397	-148.231598	31.662193	78.597275
MLY	AK      	65.030296	-150.741806	88.665565	279.998505
PPD	AK      	65.516296	-145.519104	171.832367	65.058952
PS06	PS      	65.854500	-149.737000	113.115883	339.968750
PS08	PS      	64.542099	-146.822006	106.421616	111.322441
PS09	PS      	63.929901	-145.768204	185.458435	124.407845
RND	AK      	63.405602	-148.859894	167.013519	179.509674
TRF	AK      	63.450500	-150.289597	175.733200	203.439499
WRH	AK      	64.471497	-148.091599	61.385387	141.355118
