ALPI	YV      	61.244801	-149.539703	167.987350	82.104401
AVAL	YV      	60.375500	-149.346802	195.789307	111.945374
BERG	AK      	60.392300	-143.703796	493.037048	94.925926
BIGB	YV      	61.591900	-149.817398	161.789001	67.831375
BING	YV      	60.516899	-150.703995	122.286163	119.601692
BLAK	YV      	60.774601	-148.417099	231.397842	96.413582
BPAW	AK      	64.099701	-150.987305	347.826630	13.400295
BYR	YV      	62.689201	-150.231995	220.153778	34.061306
CAST	AK      	63.418800	-152.084396	263.014496	6.057971
CASW	YV      	62.005600	-150.053497	172.385666	51.801678
CHUM	AK      	63.882198	-152.317200	313.524414	2.901059
CLRS	YV      	60.745800	-148.177994	244.796219	96.612106
COLA	IU      	64.873596	-147.861603	487.731964	27.663797
COOK	YV      	60.799000	-151.017593	93.109169	108.438232
DEVL	YV      	60.550800	-149.594101	175.678162	108.009979
DIVI	YV      	60.256401	-149.355896	201.275223	115.436874
EYAK	AK      	60.548801	-145.750000	379.353302	95.835541
FIB	AK      	61.165600	-150.177505	133.131088	84.482353
GCSA	AK      	64.745499	-156.881805	462.406708	334.096893
GOAT	AK      	60.580502	-144.729202	433.575592	93.801842
HEAD	YV      	60.008400	-149.409500	213.300247	122.370506
HOPE	YV      	60.873798	-149.597702	166.223038	96.345116
HOPJ	YV      	60.776001	-149.425507	177.436966	99.344200
INDI	YV      	61.000999	-149.497894	169.986603	91.333397
KABU	AV      	58.270199	-155.284302	345.926971	206.658218
KAKN	AV      	58.296299	-155.063202	338.074554	204.860321
KASH	YV      	61.863602	-150.081696	162.338959	56.021446
KNIK	YV      	61.485901	-149.668793	165.839401	72.598572
KTH	AK      	63.552700	-150.923294	290.313080	17.098795
LSKI	YV      	60.483200	-150.461700	135.659714	118.025169
LSUM	YV      	60.671700	-149.481003	177.323853	103.224571
MAIN	YV      	60.518299	-148.091400	255.232147	102.020973
MCDC	YV      	61.342701	-149.545395	169.019669	78.409012
MCK	AK      	63.731800	-148.937302	352.659271	31.236591
MID	AT      	59.427799	-146.338806	393.940826	114.953629
MOOP	YV      	60.475399	-149.373901	190.000793	109.085777
MPEN	YV      	60.735199	-150.482300	122.996803	106.879601
NANC	YV      	61.695400	-150.029404	155.809433	62.433006
NICH	AK      	60.236099	-143.969193	482.942841	97.323746
NSKI	YV      	60.662201	-151.276993	87.063255	121.130272
OHAK	AT      	57.222500	-153.287506	430.539093	185.216400
PAX	AK      	62.969898	-145.469803	430.521454	57.484127
PERI	YV      	60.709801	-147.953400	257.587128	96.987251
PMR	AT      	61.592201	-149.130798	196.559875	71.352989
PORT	YV      	60.804901	-148.931595	203.217499	96.831535
PPLA	AK      	62.896198	-152.189407	204.543182	6.433171
PS08	AK      	64.542099	-146.822006	486.998077	34.944904
PS09	AK      	63.929901	-145.768204	475.773376	45.029259
PS10	AK      	63.422901	-145.770706	442.389343	50.731750
PS11	AK      	62.078800	-145.475204	396.550354	70.462166
PS12	AK      	61.474899	-145.145905	404.247192	80.366531
RAG	AK      	60.386398	-144.677094	440.904419	96.496849
RC01	AK      	61.089001	-149.738998	156.562897	88.082100
RUSS	YV      	60.488098	-150.031601	156.328598	113.498672
SAW	AK      	61.807098	-148.331696	243.941528	68.530083
SKN	AK      	61.980000	-151.531494	117.011917	29.782661
SNUG	YV      	60.473099	-149.746796	171.229645	111.712334
SOLD	YV      	60.464100	-151.081497	108.712097	127.939484
SUCK	AK      	60.071999	-143.779007	498.093872	99.043640
SWD	AK      	60.104301	-149.452805	205.306259	120.319794
TRF	AK      	63.450500	-150.289597	291.693695	23.705261
TUPA	YV      	60.804501	-149.187195	189.536148	97.572594
USKI	YV      	60.460098	-150.190002	149.976929	116.017258
VMT	AK      	61.082699	-146.369400	338.327393	87.074188
VRDI	AK      	61.227501	-143.454498	494.545380	83.987465
WHIT	YV      	60.786598	-148.623795	220.076767	96.580635
