ALPI	YV      	61.244801	-149.539703	25.741318	154.936584
AVAL	YV      	60.375500	-149.346802	122.101341	169.692810
BIGB	YV      	61.591900	-149.817398	15.850182	345.527893
BLAK	YV      	60.774601	-148.417099	104.126137	136.074417
BMR	AK      	60.967701	-144.605103	281.335052	98.847984
BRLK	AK      	59.750401	-150.908401	200.284714	199.099777
CAST	AK      	63.418800	-152.084396	250.100449	332.120667
CHUM	AK      	63.882198	-152.317200	301.005585	335.148254
DEVL	YV      	60.550800	-149.594101	100.985985	175.365555
DHY	AK      	63.075199	-147.376007	218.491241	33.192272
DIV	AK      	61.129200	-145.774902	215.747040	97.917969
DOT	AK      	63.648201	-144.069702	380.533936	47.550644
EYAK	AK      	60.548801	-145.750000	238.374680	113.277527
GOAT	AK      	60.580502	-144.729202	287.985809	107.547173
HEAD	YV      	60.008400	-149.409500	162.120361	173.413635
HOPE	YV      	60.873798	-149.597702	65.144897	173.050430
KABU	AV      	58.270199	-155.284302	471.106232	223.619507
KAKN	AV      	58.296299	-155.063202	460.769958	222.590744
KASH	YV      	61.863602	-150.081696	49.029663	338.666016
LSKI	YV      	60.483200	-150.461700	114.987999	200.106674
LSUM	YV      	60.671700	-149.481003	88.332550	170.675797
MCK	AK      	63.731800	-148.937302	257.195923	8.902349
MID	AT      	59.427799	-146.338806	293.349060	138.815094
MPEN	YV      	60.735199	-150.482300	89.499893	206.794144
NSKI	YV      	60.662201	-151.276993	121.048615	223.868088
OHAK	AT      	57.222500	-153.287506	512.582153	204.704163
PAX	AK      	62.969898	-145.469803	279.138214	50.897274
PERI	YV      	60.709801	-147.953400	127.296181	129.875214
PMR	AT      	61.592201	-149.130798	36.015823	64.454666
PPLA	AK      	62.896198	-152.189407	205.088913	322.658478
PS09	AK      	63.929901	-145.768204	342.736786	34.658367
PS10	AK      	63.422901	-145.770706	300.267090	41.324791
PS11	AK      	62.078800	-145.475204	235.779816	70.960579
PS12	AK      	61.474899	-145.145905	245.046127	87.441551
RAG	AK      	60.386398	-144.677094	299.331299	111.185295
RC01	AK      	61.089001	-149.738998	40.696068	179.711334
RDWB	AV      	60.487000	-152.843704	199.513229	238.672073
RND	AK      	63.405602	-148.859894	222.213730	11.453179
RUSS	YV      	60.488098	-150.031601	108.781143	188.392914
SAW	AK      	61.807098	-148.331696	84.534767	61.657021
SOLD	YV      	60.464100	-151.081497	132.023468	213.907227
SPBG	AV      	61.259102	-152.372192	142.332275	262.369812
SWD	AK      	60.104301	-149.452805	151.240311	173.876740
TRF	AK      	63.450500	-150.289597	224.274338	353.012085
TUPA	YV      	60.804501	-149.187195	78.342773	157.288879
VMT	AK      	61.082699	-146.369400	185.634979	101.401222
