BARN	XZ      	61.059502	-141.662094	464.292297	137.359604
BERG	XZ      	60.392300	-143.703796	472.662811	153.779495
BING	YV      	60.516899	-150.703995	448.126099	203.202744
BMQ	XR      	67.851601	-149.823593	414.987610	346.306946
BMR	AK      	60.967701	-144.605103	394.814178	156.675980
BPAW	AK      	64.099701	-150.987305	170.847977	265.869263
CAST	AK      	63.418800	-152.084396	244.371780	249.738052
CBM	XR      	66.206596	-150.263504	253.536774	330.494843
CHS	XR      	68.078903	-149.581696	436.963623	348.488342
CHUM	AK      	63.882198	-152.317200	239.127304	262.248993
COLA	IU      	64.873596	-147.861603	71.534996	345.769470
COLD	AK      	67.226997	-150.204102	354.211487	340.665344
DAWY	CN      	64.065498	-139.390900	394.362366	89.370560
DIV	AK      	61.129200	-145.774902	358.951630	165.068375
DOT	AK      	63.648201	-144.069702	180.669083	110.330826
EGAK	US      	64.777397	-141.158096	309.595428	76.253288
EYAK	AK      	60.548801	-145.750000	422.398590	166.923660
FIB	AK      	61.165600	-150.177505	370.396057	202.987671
GBN	XR      	66.719200	-150.671005	311.949890	333.270050
GOAT	XZ      	60.580502	-144.729202	433.279816	159.542587
GRIN	XZ      	60.280499	-143.320999	492.532166	152.067673
GRNC	XZ      	60.731499	-141.755798	490.893890	140.431992
HOPJ	YV      	60.776001	-149.425507	399.993256	195.289658
ILBB	XM      	64.771400	-146.886505	64.758736	26.348650
KHIT	XZ      	60.442699	-143.251007	477.758514	150.755035
KIAG	XZ      	60.923100	-142.360703	454.840393	142.307556
KTH	AK      	63.552700	-150.923294	185.680984	246.724762
LMW	XR      	65.511398	-148.511307	148.492386	341.453613
MCAR	XZ      	61.383598	-143.024002	392.342621	142.532837
MCK	AK      	63.731800	-148.937302	91.528931	231.330215
NANC	YV      	61.695400	-150.029404	312.654510	205.451935
NICH	XZ      	60.236099	-143.969193	483.383881	156.188568
PAX	AK      	62.969898	-145.469803	174.565048	144.044693
PMR	AT      	61.592201	-149.130798	307.936890	196.432693
PORT	YV      	60.804901	-148.931595	391.276398	191.571655
PPLA	AK      	62.896198	-152.189407	277.971252	239.195084
PTPK	XZ      	61.187000	-142.466995	427.235748	140.792313
RAG	AK      	60.386398	-144.677094	454.751404	160.041092
RBY	XR      	64.739998	-155.466003	386.891266	281.663818
RC01	AK      	61.089001	-149.738998	370.838715	199.101074
SAW	AK      	61.807098	-148.331696	275.824341	189.255478
SPCG	AV      	61.291302	-152.022797	402.868835	217.076965
SPCR	AV      	61.200298	-152.209106	416.828979	217.472382
SWD	AK      	60.104301	-149.452805	473.373047	193.340439
TFS	XR      	68.627403	-149.589996	496.743683	350.090668
TRF	AK      	63.450500	-150.289597	164.120438	238.278381
VRDI	XZ      	61.227501	-143.454498	395.076996	146.722198
WSM	XR      	67.381203	-150.110001	368.819031	342.241882
YRT	XR      	65.824997	-149.542892	200.227448	332.059479
