BMR AK 60.967700 -144.605100 281.335040 98.847982
BPAW AK 64.099700 -150.987300 301.616297 348.390718
BRLK AK 59.751100 -150.906300 200.173945 199.074577
CAST AK 63.418800 -152.084400 250.100448 332.120659
CHUM AK 63.882700 -152.315200 301.010389 335.169752
DHY AK 63.075300 -147.375900 218.503254 33.191665
DIV AK 61.129200 -145.774900 215.747042 97.917972
DOT AK 63.648200 -144.069700 380.533925 47.550645
EYAK AK 60.548700 -145.750000 238.379696 113.279919
FIB AK 61.165600 -150.177500 39.707911 216.103830
KTH AK 63.552700 -150.923300 241.656722 345.942984
MCK AK 63.731800 -148.937300 257.195924 8.902349
MDM AK 64.960200 -148.231900 398.091071 10.335385
PAX AK 62.969900 -145.469900 279.134078 50.896673
PPLA AK 62.896200 -152.189400 205.088909 322.658493
RAG AK 60.386300 -144.677300 299.326173 111.188129
RC01 AK 61.088900 -149.739000 40.707210 179.711410
RIDG AK 63.739900 -144.846200 357.824145 42.481167
RND AK 63.405600 -148.860200 222.210548 11.449401
SAW AK 61.807000 -148.331600 84.534388 61.665372
SCRK AK 63.976100 -143.990500 406.698796 43.787009
SKN AK 61.980000 -151.531700 111.274161 302.558907
SSN AK 61.463600 -150.746700 53.542841 271.561912
SWD AK 60.104300 -149.452600 151.241444 173.872541
TRF AK 63.450200 -150.289300 224.239233 353.014759
MID AT 59.427800 -146.338800 293.349062 138.815100
PMR AT 61.592200 -149.130800 36.015824 64.454663
SVW2 AT 61.108200 -155.621700 317.514624 265.612224
AUL AV 59.381600 -153.437900 307.758252 223.017135
KABU AV 58.270200 -155.284300 471.106235 223.619502
KAKN AV 58.296300 -155.063200 460.769955 222.590744
RDJH AV 60.590500 -152.805800 191.520472 241.184416
RDW AV 60.520800 -152.737600 192.573943 238.631256
RDWB AV 60.487500 -152.842500 199.427375 238.674730
SPBG AV 61.259100 -152.372200 142.332281 262.369798
SPCG AV 61.291300 -152.022800 123.254258 262.532938
SPCR AV 61.200300 -152.209100 135.058004 258.992166
KDAK II 57.782800 -152.583500 439.214914 202.638197
COLA IU 64.873599 -147.861600 392.706600 13.129720
BAGL XZ 60.489600 -142.091500 427.793057 101.174715
BARK XZ 60.403000 -142.493100 409.972812 103.400443
BARN XZ 61.059500 -141.662100 435.631653 92.237397
BERG XZ 60.392300 -143.703800 348.104311 107.205438
BGLC XZ 60.120500 -143.284100 381.689591 110.058692
GOAT XZ 60.580500 -144.729200 287.985802 107.547174
GRIN XZ 60.280500 -143.321000 372.428772 107.721594
GRNC XZ 60.731500 -141.755800 438.061809 97.071872
ISLE XZ 60.602000 -142.341100 411.001213 100.093645
KHIT XZ 60.442700 -143.251000 369.253187 104.906915
KIAG XZ 60.923100 -142.360700 401.218170 95.230787
KULT XZ 60.247400 -142.723400 404.339910 106.323378
LOGN XZ 60.824100 -141.004800 475.557510 94.639313
MCAR XZ 61.383600 -143.024000 358.667655 88.304088
MESA XZ 60.178500 -141.950500 446.919323 105.101552
NICH XZ 60.236100 -143.969200 341.850055 110.842667
PTPK XZ 61.187000 -142.467000 390.632217 91.170766
RKAV XZ 60.299400 -141.347800 473.419302 102.062905
SUCK XZ 60.072000 -143.779000 359.546930 112.726231
TABL XZ 60.439900 -141.144300 479.138612 99.847629
VRDI XZ 61.227500 -143.454500 337.406702 91.528279
ALPI YV 61.244800 -149.539700 25.741318 154.936589
AVAL YV 60.375500 -149.346800 122.101338 169.692807
BIGB YV 61.591900 -149.817400 15.850182 345.527898
BING YV 60.516900 -150.704000 116.682431 206.902947
BLAK YV 60.774600 -148.417100 104.126139 136.074424
BYR YV 62.689200 -150.232000 139.991203 349.690316
CASW YV 62.005600 -150.053500 63.605529 345.172445
CLRS YV 60.745800 -148.178000 115.556721 132.397285
COOK YV 60.799000 -151.017600 100.247748 223.818178
DEVL YV 60.550800 -149.594100 100.985985 175.365556
DIVI YV 60.256400 -149.355900 135.112792 170.876807
HEAD YV 60.008400 -149.409500 162.120362 173.413639
HOLG YV 59.835100 -149.769700 180.411195 180.479140
HOPE YV 60.873800 -149.597700 65.144900 173.050431
HOPJ YV 60.776000 -149.425500 77.484112 167.106779
INDI YV 61.001000 -149.497900 52.186782 165.291145
KASH YV 61.863600 -150.081700 49.029662 338.666019
KNIK YV 61.485900 -149.668800 5.295203 48.122133
LSKI YV 60.483200 -150.461700 114.987998 200.106667
LSUM YV 60.671700 -149.481000 88.332546 170.675794
MAIN YV 60.518300 -148.091400 137.346895 138.673232
MCDC YV 61.342700 -149.545400 16.297745 139.587755
MOOP YV 60.475400 -149.373900 110.881151 169.456394
MPEN YV 60.735200 -150.482300 89.499896 206.794143
NANC YV 61.695400 -150.029400 30.891963 330.595607
NSKI YV 60.662200 -151.277000 121.048618 223.868091
PERI YV 60.709800 -147.953400 127.296179 129.875207
PORT YV 60.804900 -148.931600 84.530746 148.505128
RUSS YV 60.488100 -150.031600 108.781145 188.392913
SNUG YV 60.473100 -149.746800 109.322707 180.115310
SOLD YV 60.464100 -151.081500 132.023468 213.907233
TUPA YV 60.804500 -149.187200 78.342775 157.288878
USKI YV 60.460100 -150.190000 113.389198 192.533946
WHIT YV 60.786600 -148.623800 95.768895 140.473696
