      TRF_AK   39    1    1    0 0 0    0    0    0    0    0
     CAST_AK   56    1    1    1    1    1    0    0    0    0    0
     CHUM_AK   73    1    1    0 0 0    13.5    0    0    0    0
     PPLA_AK   95    1    1    0 0    0   17    0    0    0    0
      MCK_AK  105    1    1    1    1    1    0    0    0    0    0
      RND_AK  109    1    1    1    1    1    0    0    0    0    0
      SKN_AK  179    1    1    0 0 0    0    0    0    0    0
      DHY_AK  191    1    1    1    1    1    0    0    0    0    0
     KASH_YV  196    1    1    1    1    1    0    0    0    0    0
      MDM_AK  206    1    1    1    1    1    0    0    0    0    0
     COLA_IU  211    1    1    1    1    1    0    0    0    0    0
     BIGB_YV  229    0 0    1    1    1    0    0    0    0    0
     PS08_PS  232    1    1    1    1    0    0    0    0    0    0
     PS07_PS  235    0    0    0    0    0    0    0    0    0    0
      SSN_AK  235    1    1    1    1    1    0    0    0    0    0
      SAW_AK  240    1    1    1    1    0    0    0    0    0    0
      PMR_AT  241    1    1    1    1    1    0    0    0    0    0
     ILBB_XM  241    0    0    0    0    0    0    0    0    0    0
     SPCG_AV  259    1    1    0 0 0    0    0    0    0    0
     PS10_PS  262    1    1    0 0 0    0    0    0    0    0
     PS06_PS  262    1    1    0 0    1    0    0    0    0    0
     PS09_PS  262    0 0    0 0 0   0    0    0    0    0
     SPBG_AV  267    0 0 0 0 0   0    0    0    0    0
     ALPI_YV  270    0 0 0 0 0    0    0    0    0    0
      FIB_AK  271    0 0 0 0 0   0    0    0    0    0
     RC01_AK  284    1    1    0 0    0    0    0    0    0    0
      PAX_AK  286    1    1    0 0    1    0    0    0    0    0
     HOPE_YV  309    1    1    0 0  0   0    0    0    0    0
     GCSA_PP  314    1    1    0 0   0    0    0    0    0    0
     MPEN_YV  317    0 0 0 0 0   0    0    0    0    0
     TUPA_YV  323    1    1    1    1    1    0    0    0    0    0
     NSKI_YV  324    0 0 0 0 0    0    0    0    0    0
     PS11_PS  328    0 0    0 0 0    0    0    0    0    0
     LSUM_YV  333    0 0    1    1    1    0    0    0    0    0
     BLAK_YV  340    1    1    1    1    1    0    0    0    0    0
     DEVL_YV  345    1    1    1    1    1    0    0    0    0    0
      DOT_AK  345    1    1    0 0 0    0    0    0    0    0
     LSKI_YV  345    0 0    0 0 0    0    0    0    0    0
     SOLD_YV  346    0 0 0 0 0   0    0    0    0    0
     RUSS_YV  347    0 0 0 0 0    0    0    0    0    0
     SCRK_AK  350    1    1    0 0 0    0    0    0    0    0
     PERI_YV  357    0 0    1    1    1    0    0    0    0    0
     PS05_PS  362    1    1    0 0   1    0    0    0    0    0
     AVAL_YV  367    0 0    1    1    1    0    0    0    0    0
      VMT_PS  367    1    1    1    1    1    0    0    0    0    0
     PS12_PS  382    1    1    1    1    1    0    0    0    0    0
      DIV_AK  384    1    1    1    1    1    0    0    0    0    0
      SWD_AK  395    0 0 0 0 0    0    0    0    0    0
     HEAD_YV  406    0 0    1    1    1    0    0    0    0    0
     COLD_AK  409    1    1    0 0    0    0    0    0    0    0
     EYAK_AK  435    1    1    0 0    1    0    0    0    0    0
      BMR_AK  441    1    1    1    1    1    0    0    0    0    0
     GOAT_AK  468    1    1    1    1    1    50    0    0    0    0
     VRDI_AK  470    1    1    0 0    1    0    0    0    0    0
     MCAR_AK  479    1    1    0 0 0   0    0    0    0    0
      AUL_AV  484    0    0    0    0    0    0    0    0    0    0
      RAG_AK  486    0    0    0    0    0    0    0    0    0    0
     EGAK_US  498    1    1    0 0    1    0    0    0    0    0
